Sample	Biosample term name	Biosample term id	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	Default Sample	full_predictions_path	thresholded_bedpe_path	thresholded_bigInteract_path	thresholded_predictions_path	full_predictions_mitra	thresholded_bedpe_mitra	thresholded_bigInteract_mitra	thresholded_predictions_mitra	full_predictions_synapse	thresholded_predictions_synapse	thresholded_bedpe_synapse	thresholded_bigInteract_synapse	dnase_bigwig_url
A549_ENCSR565WPR	A549	EFO:0001086	cell line	Homo sapiens	dexamethasone	100 nM	5 hour	NA	NA	NA	NA	NA	NA	ENCSR565WPR	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF177ONC, ENCFF396TBK, ENCFF382SDZ, ENCFF067NET	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR565WPR_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR565WPR_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR565WPR_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR565WPR_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR565WPR_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR565WPR_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR565WPR_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR565WPR_thresholded_predictions.tsv.gz	syn55177794	syn55177788	syn55177791	syn55177787	https://www.encodeproject.org/files/ENCFF913WPD/@@download/ENCFF913WPD.bigWig
A549_ENCSR077EYC	A549	EFO:0001086	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	NA	NA	NA	NA	NA	NA	ENCSR077EYC	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF956CDV, ENCFF282JQS, ENCFF225LKK, ENCFF541WWN	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR077EYC_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR077EYC_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR077EYC_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR077EYC_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR077EYC_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR077EYC_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR077EYC_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR077EYC_thresholded_predictions.tsv.gz	syn55177800	syn55177793	syn55177795	syn55177792	https://www.encodeproject.org/files/ENCFF018ICN/@@download/ENCFF018ICN.bigWig
A549_ENCSR347CEH	A549	EFO:0001086	cell line	Homo sapiens	dexamethasone	100 nM	7 hour	NA	NA	NA	NA	NA	NA	ENCSR347CEH	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF539LZP, ENCFF271AAE, ENCFF702KRA, ENCFF081ZPV	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR347CEH_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR347CEH_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR347CEH_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR347CEH_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR347CEH_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR347CEH_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR347CEH_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR347CEH_thresholded_predictions.tsv.gz	syn55177806	syn55177798	syn55177801	syn55177797	https://www.encodeproject.org/files/ENCFF541IGQ/@@download/ENCFF541IGQ.bigWig
A549_ENCSR660OQE	A549	EFO:0001086	cell line	Homo sapiens	dexamethasone	100 nM	8 hour	NA	NA	NA	NA	NA	NA	ENCSR660OQE	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF428PRU, ENCFF598KJO, ENCFF025VVX, ENCFF856JVS, ENCFF976VXJ	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended, single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR660OQE_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR660OQE_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR660OQE_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR660OQE_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR660OQE_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR660OQE_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR660OQE_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR660OQE_thresholded_predictions.tsv.gz	syn55177812	syn55177804	syn55177807	syn55177802	https://www.encodeproject.org/files/ENCFF699HPV/@@download/ENCFF699HPV.bigWig
A549_ENCSR000EIE	A549	EFO:0001086	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIE	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO000AAZ/	ENCFF995HBI	unfiltered alignments	single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR000EIE_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR000EIE_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR000EIE_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR000EIE_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR000EIE_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR000EIE_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR000EIE_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR000EIE_thresholded_predictions.tsv.gz	syn55177817	syn55177811	syn55177813	syn55177809	https://www.encodeproject.org/files/ENCFF124QWS/@@download/ENCFF124QWS.bigWig
A549_ENCSR136DNA	A549	EFO:0001086	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR136DNA	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF215ZJQ, ENCFF037NDD, ENCFF548VIM, ENCFF633PXA	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	TRUE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR136DNA_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR136DNA_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR136DNA_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR136DNA_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A549_ENCSR136DNA_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A549_ENCSR136DNA_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A549_ENCSR136DNA_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A549_ENCSR136DNA_thresholded_predictions.tsv.gz	syn55177828	syn55177821	syn55177822	syn55177819	https://www.encodeproject.org/files/ENCFF331GTJ/@@download/ENCFF331GTJ.bigWig
A673_ENCSR114QAK	A673	EFO:0002106	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR114QAK	2022-08-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO027VXA/	ENCFF037RUL	alignments	paired-ended	FALSE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A673_ENCSR114QAK_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A673_ENCSR114QAK_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A673_ENCSR114QAK_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A673_ENCSR114QAK_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A673_ENCSR114QAK_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A673_ENCSR114QAK_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A673_ENCSR114QAK_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A673_ENCSR114QAK_thresholded_predictions.tsv.gz	syn55178016	syn55178009	syn55178011	syn55178008	https://www.encodeproject.org/files/ENCFF107RAU/@@download/ENCFF107RAU.bigWig
A673_ENCSR346JWH	A673	EFO:0002106	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR346JWH	2015-03-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO027VXA/	ENCFF261YSH, ENCFF860UCH	alignments, alignments	paired-ended, paired-ended	TRUE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A673_ENCSR346JWH_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A673_ENCSR346JWH_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A673_ENCSR346JWH_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A673_ENCSR346JWH_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_A673_ENCSR346JWH_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_A673_ENCSR346JWH_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_A673_ENCSR346JWH_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_A673_ENCSR346JWH_thresholded_predictions.tsv.gz	syn55178021	syn55178014	syn55178017	syn55178012	https://www.encodeproject.org/files/ENCFF816IIS/@@download/ENCFF816IIS.bigWig
ACHN_ENCSR257BGZ	ACHN	EFO:0002108	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR257BGZ	2015-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO627NDO/	ENCFF347OEU, ENCFF737SCC	unfiltered alignments, alignments	paired-ended & single-ended, paired-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_ACHN_ENCSR257BGZ_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_ACHN_ENCSR257BGZ_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_ACHN_ENCSR257BGZ_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_ACHN_ENCSR257BGZ_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_ACHN_ENCSR257BGZ_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_ACHN_ENCSR257BGZ_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_ACHN_ENCSR257BGZ_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_ACHN_ENCSR257BGZ_thresholded_predictions.tsv.gz	syn55178026	syn55178019	syn55178022	syn55178018	https://www.encodeproject.org/files/ENCFF783EDL/@@download/ENCFF783EDL.bigWig
AG04449_ENCSR000ELX	AG04449	CLO:0034837	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELX	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO001AAA/	ENCFF015VCA, ENCFF218KYK	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_AG04449_ENCSR000ELX_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_AG04449_ENCSR000ELX_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_AG04449_ENCSR000ELX_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_AG04449_ENCSR000ELX_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_AG04449_ENCSR000ELX_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_AG04449_ENCSR000ELX_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_AG04449_ENCSR000ELX_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_AG04449_ENCSR000ELX_thresholded_predictions.tsv.gz	syn55177746	syn55177739	syn55177741	syn55177738	https://www.encodeproject.org/files/ENCFF594DIC/@@download/ENCFF594DIC.bigWig
AG04450_ENCSR000ELY	AG04450	EFO:0006270	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELY	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO001AAA/	ENCFF544XWD, ENCFF477CQU	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_AG04450_ENCSR000ELY_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_AG04450_ENCSR000ELY_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_AG04450_ENCSR000ELY_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_AG04450_ENCSR000ELY_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_AG04450_ENCSR000ELY_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_AG04450_ENCSR000ELY_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_AG04450_ENCSR000ELY_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_AG04450_ENCSR000ELY_thresholded_predictions.tsv.gz	syn55178605	syn55178599	syn55178601	syn55178597	https://www.encodeproject.org/files/ENCFF224LGD/@@download/ENCFF224LGD.bigWig
AG08395_ENCSR000EIV	AG08395	CLO:0033911	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIV	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO016AAA/	ENCFF296IFK	unfiltered alignments	single-ended	FALSE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_AG08395_ENCSR000EIV_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_AG08395_ENCSR000EIV_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_AG08395_ENCSR000EIV_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_AG08395_ENCSR000EIV_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_AG08395_ENCSR000EIV_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_AG08395_ENCSR000EIV_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_AG08395_ENCSR000EIV_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_AG08395_ENCSR000EIV_thresholded_predictions.tsv.gz	syn55177740	syn55177735	syn55177736	syn55177733	https://www.encodeproject.org/files/ENCFF979FLI/@@download/ENCFF979FLI.bigWig
